"sample","latitude","longitude","Macroalgae","Unconsolidated","Seagrasses","Sponges","Consolidated","Other","Macrophytes","Stony.corals","method","marine.park","Urchin.density"
"output_0091.jpeg",-29.512349,114.980277,0,0,0,0,48,0,0,0,"Towed","Dongara",1.735416127
"output_0092.jpeg",-29.512322,114.980242,0,0,0,0,44,0,0,0,"Towed","Dongara",17.96085149
"output_0093.jpeg",-29.512292,114.9802,4,0,0,0,60,0,4,0,"Towed","Dongara",4.052406409
"output_0094.jpeg",-29.512259,114.98017,0,0,0,0,56,0,0,0,"Towed","Dongara",1.471907461
"output_0095.jpeg",-29.512224,114.980117,0,0,0,0,48,12,0,0,"Towed","Dongara",1.156459602
"output_0096.jpeg",-29.512192,114.98009,16,0,0,0,44,0,16,0,"Towed","Dongara",0
"output_0097.jpeg",-29.512164,114.980052,8,0,0,0,48,0,8,0,"Towed","Dongara",0
"output_0098.jpeg",-29.512137,114.98001,0,24,0,0,76,0,0,0,"Towed","Dongara",1.155160588
"output_0099.jpeg",-29.512101,114.979967,0,4,0,0,76,0,0,0,"Towed","Dongara",1.98128445
"output_0100.jpeg",-29.512074,114.979915,0,0,0,0,44,0,0,0,"Towed","Dongara",1.91070051
"output_0101.jpeg",-29.512041,114.979877,0,0,0,0,36,0,0,0,"Towed","Dongara",1.51718841
"output_0102.jpeg",-29.512016,114.979825,8,0,0,0,28,0,8,0,"Towed","Dongara",0
"output_0103.jpeg",-29.511992,114.979793,0,0,0,0,48,4,0,0,"Towed","Dongara",0
"output_0104.jpeg",-29.511966,114.97975,12,0,0,0,36,0,12,0,"Towed","Dongara",0
"output_0105.jpeg",-29.511942,114.979713,8,4,8,0,28,0,16,0,"Towed","Dongara",0
"output_0106.jpeg",-29.511912,114.979677,20,0,28,0,20,8,48,0,"Towed","Dongara",0
"output_0107.jpeg",-29.511886,114.979637,8,0,0,0,40,16,8,0,"Towed","Dongara",0
"output_0108.jpeg",-29.511867,114.979615,24,0,8,0,12,36,32,0,"Towed","Dongara",0
"output_0109.jpeg",-29.511846,114.979585,12,0,0,0,24,8,12,0,"Towed","Dongara",0
"output_0110.jpeg",-29.511816,114.97956,32,0,0,0,40,24,32,0,"Towed","Dongara",0
"output_0111.jpeg",-29.511787,114.979535,24,0,12,0,8,24,36,0,"Towed","Dongara",0
"output_0112.jpeg",-29.511754,114.979502,8,0,0,0,64,4,8,0,"Towed","Dongara",2.982431033
"output_0113.jpeg",-29.511726,114.97947,4,0,0,0,24,24,4,0,"Towed","Dongara",0
"output_0114.jpeg",-29.511699,114.979445,8,0,0,0,36,4,8,0,"Towed","Dongara",0
"output_0115.jpeg",-29.511681,114.979418,0,0,0,0,40,0,0,0,"Towed","Dongara",0
"output_0116.jpeg",-29.511661,114.979392,0,0,0,0,4,36,0,0,"Towed","Dongara",0
"output_0117.jpeg",-29.511639,114.97936,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0118.jpeg",-29.511622,114.979312,0,0,0,0,8,0,0,0,"Towed","Dongara",0
"output_0119.jpeg",-29.511597,114.979273,4,0,0,4,24,0,4,0,"Towed","Dongara",0
"output_0120.jpeg",-29.511567,114.979207,0,0,0,4,8,12,0,0,"Towed","Dongara",0
"output_0121.jpeg",-29.511544,114.97916,4,0,0,0,12,4,4,0,"Towed","Dongara",0
"output_0122.jpeg",-29.511509,114.979115,0,0,0,0,28,4,0,0,"Towed","Dongara",0
"output_0123.jpeg",-29.511477,114.979078,24,0,0,0,24,8,24,0,"Towed","Dongara",1.46540326
"output_0124.jpeg",-29.511442,114.979045,0,0,0,0,32,0,0,0,"Towed","Dongara",1.024489361
"output_0125.jpeg",-29.511411,114.979003,12,0,0,0,32,0,12,0,"Towed","Dongara",0
"output_0126.jpeg",-29.511376,114.978965,8,0,0,0,8,0,8,0,"Towed","Dongara",0
"output_0127.jpeg",-29.511339,114.978923,8,0,0,0,20,4,8,0,"Towed","Dongara",0
"output_0128.jpeg",-29.511314,114.978883,12,0,0,4,0,4,12,0,"Towed","Dongara",0
"output_0129.jpeg",-29.511282,114.978843,12,0,0,0,0,4,12,0,"Towed","Dongara",0
"output_0130.jpeg",-29.511249,114.97881,4,0,0,0,4,0,4,0,"Towed","Dongara",0
"output_0131.jpeg",-29.511224,114.978778,4,0,0,0,40,0,4,0,"Towed","Dongara",0
"output_0132.jpeg",-29.511192,114.978743,0,0,0,0,20,0,0,0,"Towed","Dongara",0
"output_0133.jpeg",-29.511156,114.978695,8,0,0,0,44,0,8,0,"Towed","Dongara",0
"output_0134.jpeg",-29.511107,114.978653,4,0,0,0,32,0,4,0,"Towed","Dongara",0.562806455
"output_0135.jpeg",-29.511064,114.978607,8,0,0,0,40,0,8,0,"Towed","Dongara",2.119303098
"output_0136.jpeg",-29.511021,114.978572,8,0,0,0,60,0,8,0,"Towed","Dongara",1.740650793
"output_0137.jpeg",-29.510982,114.978532,0,0,0,0,44,0,0,0,"Towed","Dongara",1.991228118
"output_0138.jpeg",-29.510947,114.978497,24,0,0,0,56,0,24,0,"Towed","Dongara",2.364365402
"output_0139.jpeg",-29.510902,114.978458,12,0,4,0,20,0,16,0,"Towed","Dongara",1.357152279
"output_0140.jpeg",-29.510864,114.978428,12,0,0,0,44,0,12,0,"Towed","Dongara",1.21043478
"output_0141.jpeg",-29.510821,114.97839,8,0,0,0,72,0,8,0,"Towed","Dongara",2.814384501
"output_0142.jpeg",-29.510776,114.978358,28,0,12,0,48,0,40,0,"Towed","Dongara",5.74242415
"output_0143.jpeg",-29.510731,114.978325,36,0,0,0,20,0,36,0,"Towed","Dongara",2.319204605
"output_0144.jpeg",-29.510686,114.978268,24,0,28,0,12,0,52,0,"Towed","Dongara",0.508179247
"output_0145.jpeg",-29.510641,114.978227,4,0,0,0,52,0,4,0,"Towed","Dongara",2.108644289
"output_0146.jpeg",-29.510601,114.978173,12,0,0,0,24,0,12,0,"Towed","Dongara",1.318674843
"output_0147.jpeg",-29.510574,114.978132,0,0,0,0,56,4,0,0,"Towed","Dongara",2.001764568
"output_0148.jpeg",-29.510539,114.978088,4,0,0,0,28,4,4,0,"Towed","Dongara",1.413265306
"output_0149.jpeg",-29.510511,114.97804,8,0,0,0,28,0,8,0,"Towed","Dongara",0.810795057
"output_0150.jpeg",-29.510474,114.977993,4,0,0,0,48,4,4,0,"Towed","Dongara",2.217070117
"output_0151.jpeg",-29.510431,114.977952,0,0,0,0,60,0,0,0,"Towed","Dongara",1.884353742
"output_0152.jpeg",-29.510387,114.977912,0,0,4,0,56,0,4,0,"Towed","Dongara",0.957496569
"output_0153.jpeg",-29.510349,114.977872,44,0,0,0,12,0,44,0,"Towed","Dongara",0
"output_0154.jpeg",-29.510304,114.977818,56,0,0,0,4,0,56,0,"Towed","Dongara",0
"output_0155.jpeg",-29.510262,114.97777,24,0,20,0,12,0,44,0,"Towed","Dongara",0
"output_0156.jpeg",-29.510222,114.977735,44,0,16,0,4,0,60,0,"Towed","Dongara",1.120255557
"output_0157.jpeg",-29.510174,114.977695,8,0,28,0,20,4,36,0,"Towed","Dongara",0
"output_0158.jpeg",-29.510134,114.977665,40,0,20,0,4,4,60,0,"Towed","Dongara",1.152541176
"output_0159.jpeg",-29.510097,114.977638,0,0,16,0,24,4,16,0,"Towed","Dongara",2.657617429
"output_0160.jpeg",-29.510064,114.977608,16,0,0,0,36,0,16,0,"Towed","Dongara",2.378358565
"output_0161.jpeg",-29.510021,114.977565,4,0,0,0,32,4,4,0,"Towed","Dongara",1.53014829
"output_0162.jpeg",-29.509984,114.977522,8,0,0,0,8,16,8,0,"Towed","Dongara",0
"output_0163.jpeg",-29.509957,114.977472,8,0,4,0,44,8,12,0,"Towed","Dongara",2.460883301
"output_0164.jpeg",-29.509932,114.977433,0,0,0,4,60,0,0,0,"Towed","Dongara",2.24079985
"output_0165.jpeg",-29.509911,114.97739,4,8,0,0,4,0,4,0,"Towed","Dongara",0
"output_0166.jpeg",-29.509886,114.977345,0,8,0,0,36,0,0,0,"Towed","Dongara",0
"output_0167.jpeg",-29.509861,114.9773,12,0,0,0,32,0,12,0,"Towed","Dongara",0
"output_0168.jpeg",-29.509827,114.977235,0,0,0,4,28,0,0,0,"Towed","Dongara",0
"output_0169.jpeg",-29.509789,114.977197,0,0,0,0,24,4,0,0,"Towed","Dongara",1.237672059
"output_0170.jpeg",-29.509746,114.977155,4,0,0,0,12,0,4,0,"Towed","Dongara",0.9220567
"output_0171.jpeg",-29.509712,114.977123,0,0,0,0,16,0,0,0,"Towed","Dongara",0
"output_0172.jpeg",-29.509667,114.977087,0,4,4,0,4,0,4,0,"Towed","Dongara",0
"output_0173.jpeg",-29.509627,114.977043,0,0,0,0,48,0,0,0,"Towed","Dongara",3.507032406
"output_0174.jpeg",-29.509587,114.977,8,0,0,0,12,0,8,0,"Towed","Dongara",0
"output_0175.jpeg",-29.509554,114.976963,4,0,0,0,4,4,4,0,"Towed","Dongara",0
"output_0176.jpeg",-29.509516,114.976915,41.66,4.17,4.17,0,0,0,45.83,0,"Towed","Dongara",0
"output_0177.jpeg",-29.509481,114.976872,56,4,0,0,0,0,56,0,"Towed","Dongara",0
"output_0178.jpeg",-29.509442,114.976833,24,0,0,0,0,0,24,0,"Towed","Dongara",0
"output_0179.jpeg",-29.509409,114.976797,20,4,0,0,0,0,20,0,"Towed","Dongara",0
"output_0180.jpeg",-29.509372,114.976762,12,0,0,0,0,0,12,0,"Towed","Dongara",0
"output_0181.jpeg",-29.509341,114.976733,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0182.jpeg",-29.509301,114.976698,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0183.jpeg",-29.509266,114.976665,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0184.jpeg",-29.509226,114.976623,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0185.jpeg",-29.509186,114.97659,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0186.jpeg",-29.509159,114.97655,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0187.jpeg",-29.509122,114.97652,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0188.jpeg",-29.509082,114.976488,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0189.jpeg",-29.509046,114.976458,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0190.jpeg",-29.509004,114.976427,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0191.jpeg",-29.508971,114.976405,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0192.jpeg",-29.508929,114.976368,0,0,4,0,0,0,4,0,"Towed","Dongara",0
"output_0193.jpeg",-29.508882,114.97634,4,0,20,0,0,0,24,0,"Towed","Dongara",0
"output_0194.jpeg",-29.508841,114.97631,4,0,76,0,8,0,80,0,"Towed","Dongara",0
"output_0195.jpeg",-29.508797,114.976285,36,0,28,0,8,0,64,0,"Towed","Dongara",0
"output_0196.jpeg",-29.508731,114.97625,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0197.jpeg",-29.508674,114.976212,24,0,0,0,0,0,24,0,"Towed","Dongara",0
"output_0198.jpeg",-29.508617,114.97617,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0199.jpeg",-29.508571,114.976125,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0200.jpeg",-29.508521,114.976075,0,0,40,0,0,0,40,0,"Towed","Dongara",0
"output_0201.jpeg",-29.508482,114.976032,8,0,4,0,0,0,12,0,"Towed","Dongara",0
"output_0202.jpeg",-29.508429,114.975983,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0203.jpeg",-29.508376,114.97594,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0204.jpeg",-29.508331,114.975895,0,0,16,0,0,0,16,0,"Towed","Dongara",0
"output_0205.jpeg",-29.508287,114.975835,12,0,0,0,0,0,12,0,"Towed","Dongara",0
"output_0206.jpeg",-29.508251,114.975777,12,0,24,0,12,0,36,0,"Towed","Dongara",0
"output_0207.jpeg",-29.508214,114.975727,0,0,12,0,8,28,12,0,"Towed","Dongara",0
"output_0208.jpeg",-29.508186,114.975683,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0209.jpeg",-29.508156,114.975622,16,0,12,0,12,0,28,0,"Towed","Dongara",0
"output_0210.jpeg",-29.508136,114.975575,8,0,4,0,8,0,12,0,"Towed","Dongara",0
"output_0211.jpeg",-29.508112,114.975495,0,0,0,0,8,8,0,0,"Towed","Dongara",0
"output_0212.jpeg",-29.508092,114.97543,8,0,0,0,0,0,8,0,"Towed","Dongara",0
"output_0213.jpeg",-29.508064,114.97537,28,0,4,0,0,0,32,0,"Towed","Dongara",0
"output_0214.jpeg",-29.508046,114.975323,32,0,16,0,0,12,48,0,"Towed","Dongara",0
"output_0215.jpeg",-29.508021,114.975268,16,0,8,0,0,16,24,0,"Towed","Dongara",0
"output_0216.jpeg",-29.508002,114.97522,8,0,76,0,0,0,84,0,"Towed","Dongara",0
"output_0217.jpeg",-29.507972,114.975172,16,0,8,0,8,28,24,0,"Towed","Dongara",0
"output_0218.jpeg",-29.507947,114.975123,12,0,20,0,16,24,32,0,"Towed","Dongara",0
"output_0219.jpeg",-29.507919,114.97507,12,0,8,0,44,0,20,0,"Towed","Dongara",0
"output_0220.jpeg",-29.507894,114.975027,4,0,0,0,28,0,4,0,"Towed","Dongara",0
"output_0221.jpeg",-29.507877,114.974977,4,0,0,0,72,0,4,0,"Towed","Dongara",0
"output_0222.jpeg",-29.507862,114.974922,4,0,4,0,32,16,8,0,"Towed","Dongara",0
"output_0223.jpeg",-29.507856,114.974865,13.04,0,0,0,52.17,8.7,13.04,0,"Towed","Dongara",0
"output_0224.jpeg",-29.507844,114.974797,16,0,20,0,44,0,36,0,"Towed","Dongara",0
"output_0225.jpeg",-29.507832,114.974715,8,0,0,0,60,8,8,0,"Towed","Dongara",0
"output_0226.jpeg",-29.507812,114.974642,12,0,36,0,40,0,48,0,"Towed","Dongara",0
"output_0227.jpeg",-29.507789,114.974578,12,0,76,0,0,0,88,0,"Towed","Dongara",0
"output_0228.jpeg",-29.507759,114.974515,4,0,84,0,0,0,88,0,"Towed","Dongara",0
"output_0229.jpeg",-29.507727,114.974468,4,0,64,0,12,8,68,0,"Towed","Dongara",0
"output_0230.jpeg",-29.507694,114.974412,4,0,48,0,0,40,52,0,"Towed","Dongara",0
"output_0231.jpeg",-29.507664,114.974368,8,0,52,0,12,0,60,0,"Towed","Dongara",0
"output_0232.jpeg",-29.507634,114.974322,28,0,20,0,24,0,48,0,"Towed","Dongara",0
"output_0233.jpeg",-29.507604,114.974283,12,0,8,0,16,0,20,0,"Towed","Dongara",0
"output_0234.jpeg",-29.507562,114.974237,0,0,8,0,12,44,8,0,"Towed","Dongara",0
"output_0235.jpeg",-29.507529,114.974198,12,0,16,0,20,4,28,0,"Towed","Dongara",0
"output_0236.jpeg",-29.507489,114.974155,20,0,12,0,28,8,32,0,"Towed","Dongara",0
"output_0237.jpeg",-29.507459,114.974125,12,0,36,0,20,0,48,0,"Towed","Dongara",0
"output_0238.jpeg",-29.507419,114.974073,24,0,12,0,40,4,36,0,"Towed","Dongara",0
"output_0239.jpeg",-29.507384,114.974037,28,0,16,0,28,0,44,0,"Towed","Dongara",0
"output_0240.jpeg",-29.507351,114.973982,32,0,0,0,40,0,32,0,"Towed","Dongara",0
"output_0241.jpeg",-29.507316,114.973928,34,0,0,0,28,0,34,0,"Towed","Dongara",0
"output_0242.jpeg",-29.507276,114.973882,36,0,0,0,28,0,36,0,"Towed","Dongara",3.539477474
"output_0243.jpeg",-29.507226,114.973842,52,0,0,0,14,2,52,0,"Towed","Dongara",1.803761197
"output_0244.jpeg",-29.507174,114.973803,62,0,0,0,16,0,62,0,"Towed","Dongara",0
"output_0245.jpeg",-29.507122,114.973772,60,0,0,0,10,0,60,0,"Towed","Dongara",2.794336201
"output_0246.jpeg",-29.507074,114.973738,24,0,0,0,36,4,24,0,"Towed","Dongara",7.259256008
"output_0247.jpeg",-29.507031,114.973707,16,0,0,4,8,0,16,0,"Towed","Dongara",0
"output_0248.jpeg",-29.506977,114.973678,16,4,0,0,20,0,16,0,"Towed","Dongara",0
"output_0249.jpeg",-29.506941,114.973642,32,0,0,0,32,4,32,0,"Towed","Dongara",0
"output_0250.jpeg",-29.506897,114.973603,24,0,0,0,4,12,24,0,"Towed","Dongara",0
"output_0251.jpeg",-29.506856,114.973582,24,0,0,0,4,20,24,0,"Towed","Dongara",0
"output_0252.jpeg",-29.506822,114.973555,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0253.jpeg",-29.506797,114.973542,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0254.jpeg",-29.506781,114.973535,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0255.jpeg",-29.506767,114.973533,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0256.jpeg",-29.506759,114.97353,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0257.jpeg",-29.506751,114.973538,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0258.jpeg",-29.506747,114.97354,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0259.jpeg",-29.506749,114.973548,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0260.jpeg",-29.506752,114.973557,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0261.jpeg",-29.506762,114.973567,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0262.jpeg",-29.506771,114.973578,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0263.jpeg",-29.506786,114.973588,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0264.jpeg",-29.506799,114.973598,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0265.jpeg",-29.506812,114.97361,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0266.jpeg",-29.506821,114.97362,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0267.jpeg",-29.506834,114.973633,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0268.jpeg",-29.506844,114.973642,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0269.jpeg",-29.506857,114.973645,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0270.jpeg",-29.506867,114.973653,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0271.jpeg",-29.506882,114.973657,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0272.jpeg",-29.506894,114.973665,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0273.jpeg",-29.506906,114.973672,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0274.jpeg",-29.506911,114.973682,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0577.jpeg",-29.521806,114.984393,0,0,0,0,0,100,0,0,"Towed","Dongara",1.106557135
"output_0578.jpeg",-29.521859,114.984395,4,0,0,0,76,0,4,0,"Towed","Dongara",1.571276421
"output_0579.jpeg",-29.521914,114.984423,0,0,0,0,60,20,0,0,"Towed","Dongara",1.112699983
"output_0580.jpeg",-29.521964,114.984435,0,0,0,0,36,12,0,0,"Towed","Dongara",1.609537652
"output_0581.jpeg",-29.522019,114.98444,0,0,0,0,36,8,0,0,"Towed","Dongara",1.646149425
"output_0582.jpeg",-29.522074,114.984445,0,0,0,0,40,0,0,0,"Towed","Dongara",0.942988235
"output_0583.jpeg",-29.522126,114.984445,0,0,0,0,28,4,0,0,"Towed","Dongara",0
"output_0584.jpeg",-29.522176,114.984457,0,0,0,0,12,0,0,0,"Towed","Dongara",0
"output_0585.jpeg",-29.522239,114.984453,0,0,0,0,56,8,0,0,"Towed","Dongara",1.341404922
"output_0586.jpeg",-29.522296,114.984448,0,0,0,0,48,0,0,0,"Towed","Dongara",1.640339796
"output_0587.jpeg",-29.522354,114.984457,8,4,0,0,36,32,8,0,"Towed","Dongara",1.012847531
"output_0588.jpeg",-29.522406,114.984443,16,0,0,0,76,0,16,0,"Towed","Dongara",0
"output_0589.jpeg",-29.522469,114.984447,20,0,0,0,40,0,20,0,"Towed","Dongara",1.427116114
"output_0590.jpeg",-29.522536,114.984432,0,0,0,0,100,0,0,0,"Towed","Dongara",0
"output_0625.jpeg",-29.524779,114.984558,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0626.jpeg",-29.524839,114.984573,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0627.jpeg",-29.524906,114.984578,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0628.jpeg",-29.524972,114.98459,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0629.jpeg",-29.525044,114.9846,0,0,20,0,0,0,20,0,"Towed","Dongara",0
"output_0630.jpeg",-29.525116,114.984617,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0631.jpeg",-29.525186,114.984642,0,0,0,0,4,0,0,0,"Towed","Dongara",0
"output_0632.jpeg",-29.525257,114.984665,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0633.jpeg",-29.525324,114.984682,0,0,8,0,0,0,8,0,"Towed","Dongara",0
"output_0634.jpeg",-29.525394,114.984703,4,40,56,0,0,0,60,0,"Towed","Dongara",0
"output_0635.jpeg",-29.525457,114.984702,0,0,16,0,0,0,16,0,"Towed","Dongara",0
"output_0636.jpeg",-29.525519,114.9847,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0637.jpeg",-29.525597,114.984693,0,0,20,0,0,0,20,0,"Towed","Dongara",0
"output_0638.jpeg",-29.525659,114.984685,0,0,100,0,0,0,100,0,"Towed","Dongara",0
"output_0639.jpeg",-29.525721,114.984683,0,4,96,0,0,0,96,0,"Towed","Dongara",0
"output_0640.jpeg",-29.525787,114.984683,0,0,80,0,0,0,80,0,"Towed","Dongara",0
"output_0641.jpeg",-29.525854,114.984682,0,0,100,0,0,0,100,0,"Towed","Dongara",0
"output_0642.jpeg",-29.525921,114.984685,0,0,92,0,0,0,92,0,"Towed","Dongara",0
"output_0643.jpeg",-29.525999,114.98468,0,0,100,0,0,0,100,0,"Towed","Dongara",0
"output_0644.jpeg",-29.526061,114.984677,32,0,68,0,0,0,100,0,"Towed","Dongara",0
"output_0645.jpeg",-29.526144,114.984683,4,0,80,0,12,0,84,0,"Towed","Dongara",0
"output_0646.jpeg",-29.526214,114.984682,28,0,56,0,8,0,84,0,"Towed","Dongara",0
"output_0647.jpeg",-29.526276,114.984682,0,0,100,0,0,0,100,0,"Towed","Dongara",0
"output_0648.jpeg",-29.526344,114.984693,0,0,92,0,0,0,92,0,"Towed","Dongara",0
